Date,Gold(USD)_Open,Gold(USD)_High,Gold(USD)_Low,Gold(USD)_Price,Gold(USD)_Volume,NASDAQ_Open,NASDAQ_High,NASDAQ_Low,NASDAQ_Close,NASDAQ_Volume,PHLX_Open,PHLX_High,PHLX_Low,PHLX_Close,SP500_Open,SP500_High,SP500_Low,SP500_Close,SP500_Volume,USD/TWD_Open,USD/TWD_High,USD/TWD_Low,USD/TWD_Price,投信買賣超金額,外資買賣超金額,自營買賣超金額,電子期_Open,電子期_High,電子期_Low,電子期_Close,金融期_Open,金融期_High,金融期_Low,金融期_Close,台指期_Open,台指期_High,台指期_Low,台指期_Close,50_Open,50_High,50_Low,50_Close,50_Volume,50_Sign,51_Open,51_High,51_Low,51_Close,51_Volume,51_Sign,52_Open,52_High,52_Low,52_Close,52_Volume,52_Sign,53_Open,53_High,53_Low,53_Close,53_Volume,53_Sign,54_Open,54_High,54_Low,54_Close,54_Volume,54_Sign,55_Open,55_High,55_Low,55_Close,55_Volume,55_Sign,56_Open,56_High,56_Low,56_Close,56_Volume,56_Sign,57_Open,57_High,57_Low,57_Close,57_Volume,57_Sign,58_Open,58_High,58_Low,58_Close,58_Volume,58_Sign,59_Open,59_High,59_Low,59_Close,59_Volume,59_Sign,6201_Open,6201_High,6201_Low,6201_Close,6201_Volume,6201_Sign,6203_Open,6203_High,6203_Low,6203_Close,6203_Volume,6203_Sign,6204_Open,6204_High,6204_Low,6204_Close,6204_Volume,6204_Sign,6208_Open,6208_High,6208_Low,6208_Close,6208_Volume,6208_Sign,690_Open,690_High,690_Low,690_Close,690_Volume,690_Sign,692_Open,692_High,692_Low,692_Close,692_Volume,692_Sign,701_Open,701_High,701_Low,701_Close,701_Volume,701_Sign,713_Open,713_High,713_Low,713_Close,713_Volume,713_Sign
20150617,"1,177.60","1,186.30","1,174.90","1,176.40",170.0,5067.680176,5080.109863000001,5042.25,5064.879883,1712820000.0,716.080017,717.97998,712.0599980000001,715.1900019999999,2097.399902,2106.790039,2088.860107,2100.439941,3222240000.0,30.872,30.997,30.85,30.933000000000003,-332,"-10,499",196,360.0,362.5,359.5,360.25,"1,196.80","1,197.20","1,183.80","1,184.80","9,215","9,237","9,177","9,182",68.2,68.75,68.2,68.5,"5,564",1,28.56,28.59,28.11,28.25,41,-1,39.76,40.4,39.76,40.25,18,1,28.14,28.33,28.14,28.33,7,1,22.65,22.65,22.63,22.63,18,1,16.02,16.05,16.0,16.0,206,-1,23.32,23.42,23.25,23.36,"1,101",1,41.19,41.23,41.13,41.18,163,1,38.02,38.08,37.89,37.89,4,-1,36.1,36.35,36.07,36.17,21,-1,12.66,12.72,12.66,12.71,17,1,32.39,32.39,32.22,32.39,19,0,46.11,46.11,46.11,46.11,2,1,38.6,38.6,38.6,38.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20150618,"1,183.40","1,202.00","1,183.40","1,201.50",130.0,5082.060059,5143.319824,5082.029785,5132.950195,1877920000.0,717.6400150000001,728.570007,717.570007,725.599976,2101.580078,2126.649902,2101.580078,2121.23999,3520360000.0,30.92,30.97,30.645,30.719,35,"-4,833",-825,355.5,355.8,353.6,355.4,"1,164.00","1,167.60","1,158.40","1,163.00","9,044","9,078","9,011","9,049",68.45,68.55,68.2,68.4,"10,688",-1,28.75,28.75,28.26,28.26,9,1,40.25,40.25,40.25,40.25,0,0,28.49,28.49,28.26,28.38,18,1,22.69,22.69,22.69,22.69,5,1,16.0,16.1,15.95,16.03,177,1,23.38,23.51,23.35,23.51,530,1,41.09,41.17,41.09,41.17,14,-1,37.89,37.89,37.89,37.89,0,0,36.27,36.27,36.0,36.0,3,-1,12.74,12.75,12.7,12.75,4,1,32.39,32.42,32.34,32.42,6,1,46.11,46.11,46.11,46.11,0,0,38.6,38.6,38.6,38.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,
20150622,"1,197.80","1,197.80","1,182.70","1,183.70",30.0,5147.870117,5162.129883,5142.779785,5153.970215,1619970000.0,728.080017,729.590027,724.130005,728.219971,2112.5,2129.8701170000004,2112.5,2122.850098,3030020000.0,30.71,30.802,30.69,30.752,159,"3,144","2,143",357.3,361.15,357.0,359.6,"1,168.40","1,183.00","1,166.80","1,178.00","9,108","9,203","9,105","9,182",68.75,69.4,68.75,69.35,"11,310",1,28.74,28.74,28.5,28.6,21,1,40.69,40.69,40.68,40.68,5,1,28.52,28.78,28.52,28.75,32,1,22.8,23.11,22.8,23.11,2,1,16.15,16.21,16.08,16.19,517,1,23.56,24.0,23.56,23.81,"1,602",1,41.57,41.85,41.51,41.85,82,1,37.97,37.97,37.97,37.97,0,1,36.0,36.0,36.0,36.0,0,0,12.8,12.96,12.8,12.86,43,1,32.64,32.87,32.64,32.87,2,1,46.64,46.77,46.64,46.77,20,1,38.6,38.6,38.6,38.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,
20150623,"1,183.80","1,186.00","1,176.80","1,176.20",60.0,5161.680176,5163.410156,5139.330078,5160.089844,1613540000.0,730.090027,730.570007,721.76001,723.880005,2123.159912,2128.030029,2119.889893,2124.199951,3091190000.0,30.755,30.919,30.71,30.883000000000003,738,"-1,298","-1,159",361.3,363.8,361.0,362.15,"1,181.00","1,194.80","1,180.20","1,190.60","9,221","9,268","9,208","9,231",69.55,69.85,69.35,69.55,"5,311",1,28.6,28.74,28.32,28.55,17,-1,40.88,41.0,40.88,41.0,2,1,28.9,28.97,28.86,28.93,15,1,23.22,23.25,23.2,23.2,47,1,16.26,16.39,16.24,16.33,"1,828",1,23.95,23.95,23.85,23.89,426,1,42.05,42.12,41.92,41.92,13,1,38.89,39.08,38.89,38.89,5,1,36.75,37.16,36.75,37.16,4,1,12.86,13.0,12.83,12.9,40,1,33.02,33.12,33.0,33.03,8,1,47.0,47.05,47.0,47.05,3,1,39.2,39.42,39.2,39.42,3,1,,,,,,,,,,,,,,,,,,,,,,,,
20150624,"1,176.60","1,177.40","1,170.70","1,172.60",260.0,5151.379883,5164.359863000001,5121.640136999999,5122.410156,1628800000.0,722.799988,724.75,716.409973,716.48999,2123.649902,2125.100098,2108.580078,2108.580078,3102480000.0,30.891,31.005,30.84,30.975,89,289,-204,362.35,362.65,360.55,362.65,"1,187.20","1,192.80","1,185.40","1,189.00","9,215","9,248","9,193","9,247",69.6,69.7,69.4,69.65,"6,127",1,28.66,28.7,28.4,28.4,9,-1,40.8,41.7,40.8,41.4,191,1,29.0,29.45,29.0,29.28,731,1,23.2,23.2,23.2,23.2,0,0,16.33,16.33,16.28,16.29,203,-1,23.89,23.9,23.79,23.89,538,0,41.92,41.92,41.92,41.92,0,0,38.89,38.89,38.89,38.89,0,0,36.98,36.98,36.8,36.8,2,-1,12.9,12.9,12.88,12.9,11,0,33.0,33.07,32.84,33.07,5,1,46.96,46.96,46.9,46.9,4,-1,39.29,39.29,39.12,39.12,17,-1,,,,,,,,,,,,,,,,,,,,,,,,
20150625,"1,175.80","1,175.90","1,171.70","1,171.50",100.0,5139.47998,5141.709961,5102.160156,5112.189941,1614760000.0,718.950012,720.780029,714.090027,715.830017,2109.959961,2116.040039,2101.780029,2102.310059,3214610000.0,30.964000000000002,30.978,30.85,30.947,406,"10,484","2,959",363.0,367.65,362.8,367.1,"1,188.80","1,201.00","1,188.80","1,193.80","9,268","9,370","9,263","9,340",70.0,70.65,70.0,70.45,"13,815",1,28.5,28.6,28.5,28.6,14,1,41.6,41.8,41.6,41.6,90,1,29.42,30.0,29.29,29.57,171,1,23.31,23.51,23.31,23.51,5,1,16.3,16.42,16.3,16.39,535,1,23.89,23.99,23.89,23.95,320,1,42.22,42.64,42.22,42.57,494,1,39.08,39.46,39.08,39.46,3,1,36.98,37.11,36.93,36.93,12,1,12.9,13.01,12.9,13.01,25,1,33.23,33.37,33.23,33.37,2,1,47.26,47.4,47.26,47.3,8,1,39.31,39.59,39.01,39.46,211,1,,,,,,,,,,,,,,,,,,,,,,,,
20150626,"1,170.50","1,170.50","1,170.50","1,172.90",30.0,5113.259765999999,5121.470215,5060.819824,5080.509765999999,3843810000.0,708.1400150000001,708.820007,695.369995,698.3599849999999,2102.6201170000004,2108.919922,2095.3798829999996,2101.48999,5025470000.0,30.961,31.055,30.885,31.0,275,"2,256","-1,381",366.2,366.7,364.7,365.65,"1,192.80","1,196.60","1,191.00","1,193.80","9,348","9,348","9,300","9,321",70.45,70.45,70.15,70.45,"4,926",0,28.74,28.74,28.5,28.55,8,-1,41.45,45.76,41.08,45.76,205,1,29.71,29.98,29.57,29.98,62,1,23.57,23.57,23.45,23.45,7,-1,16.39,16.39,16.35,16.38,320,-1,23.95,24.23,23.95,23.95,360,0,42.46,42.46,42.41,42.41,4,-1,39.46,39.46,39.46,39.46,0,0,36.93,36.93,36.92,36.92,3,-1,13.03,13.03,12.95,12.95,12,-1,33.35,33.35,33.35,33.35,1,-1,47.26,47.32,47.26,47.31,8,1,39.6,39.6,39.6,39.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20150629,"1,185.10","1,186.00","1,173.80","1,178.50",170.0,5021.209961,5051.009765999999,4956.22998,4958.470215,2025580000.0,684.97998,692.98999,677.5,678.070007,2098.6298829999996,2098.6298829999996,2056.639893,2057.639893,3678960000.0,30.958000000000002,31.038,30.854,30.879,-20,"-7,113","-5,459",361.6,361.7,356.5,358.0,"1,181.40","1,181.40","1,163.00","1,163.80","9,195","9,222","9,109","9,138",69.35,69.6,68.75,68.8,"11,576",-1,28.5,28.9,28.25,28.9,32,1,49.46,49.46,41.19,41.56,26,-1,29.65,29.65,29.3,29.4,13,-1,23.34,23.34,22.91,22.91,22,-1,16.19,16.19,16.0,16.02,"1,173",-1,23.95,23.95,23.6,23.76,"1,101",-1,42.2,42.2,41.67,41.68,206,-1,39.27,39.27,38.79,38.79,37,-1,36.72,36.72,36.5,36.5,27,-1,12.9,12.9,12.5,12.55,86,-1,33.19,33.19,32.12,32.71,12,-1,46.52,46.76,46.52,46.53,5,-1,39.41,39.53,37.97,38.77,85,-1,,,,,,,,,,,,,,,,,,,,,,,,
20150630,"1,176.30","1,176.40","1,166.60","1,171.50",220.0,5000.149902,5008.759765999999,4968.259765999999,4986.870117,2034430000.0,683.590027,685.719971,677.26001,680.539978,2061.189941,2074.280029,2056.320068,2063.110107,4078540000.0,30.891,30.953000000000003,30.78,30.894000000000002,70,"1,195",-411,358.65,360.15,357.0,359.95,"1,164.40","1,179.80","1,164.00","1,178.80","9,146","9,217","9,124","9,212",68.8,69.4,68.8,69.4,"4,093",1,28.5,28.58,28.11,28.57,21,-1,41.37,41.37,40.25,40.48,72,-1,29.52,29.52,29.5,29.5,9,1,23.02,23.14,23.0,23.14,6,1,16.02,16.15,16.01,16.12,283,1,23.74,23.74,23.54,23.7,715,-1,41.48,41.51,41.46,41.48,238,-1,38.98,38.98,38.98,38.98,1,1,36.37,36.39,36.37,36.38,9,-1,12.55,12.6,12.55,12.57,23,1,32.56,33.17,32.56,33.06,9,1,46.57,46.74,46.57,46.74,8,1,38.59,38.83,38.59,38.83,15,1,,,,,,,,,,,,,,,,,,,,,,,,
20150701,"1,173.10","1,173.10","1,166.60","1,169.00",460.0,5029.049805,5038.549805,4994.459961,5013.120117,1814560000.0,687.619995,690.869995,680.539978,682.130005,2067.0,2082.780029,2067.0,2077.419922,3727260000.0,30.871,30.955,30.8,30.953000000000003,901,"1,431",881,359.0,364.95,359.0,364.3,"1,178.00","1,189.00","1,173.00","1,184.80","9,185","9,319","9,184","9,294",69.4,70.3,69.25,70.05,"6,063",1,28.57,28.75,28.57,28.74,14,1,40.46,41.88,40.46,41.86,42,1,29.51,30.14,29.07,29.81,197,1,23.28,23.44,23.28,23.44,5,1,16.12,16.33,16.12,16.31,332,1,23.7,23.89,23.7,23.84,305,1,41.68,42.28,41.68,42.28,92,1,39.17,39.36,39.17,39.36,2,1,36.6,36.79,36.6,36.79,3,1,12.6,12.77,12.6,12.77,13,1,33.23,33.32,33.23,33.32,2,1,46.97,47.32,46.97,47.29,17,1,40.18,40.18,39.05,39.51,24,1,,,,,,,,,,,,,,,,,,,,,,,,
20150702,"1,166.40","1,168.10","1,155.50","1,163.00",320.0,5024.299805,5027.470215,4990.740234000001,5009.209961,1490810000.0,683.580017,687.23999,682.169983,685.51001,2078.030029,2085.060059,2071.02002,2076.780029,2996540000.0,30.945999999999998,30.97,30.828000000000003,30.89,238,"-3,139","-2,089",364.1,365.45,362.75,363.45,"1,187.80","1,191.00","1,183.00","1,186.40","9,300","9,325","9,260","9,277",70.2,70.25,69.85,70.1,"4,340",1,28.82,28.82,28.42,28.42,9,-1,41.66,43.68,40.95,41.5,64,-1,29.93,29.99,29.3,29.3,40,-1,23.44,23.44,23.44,23.44,6,0,16.27,16.33,16.25,16.33,386,1,23.84,23.9,23.8,23.85,123,1,42.33,42.34,42.28,42.28,3,0,39.55,39.55,39.55,39.55,1,1,36.79,36.79,36.79,36.79,0,0,12.8,12.82,12.75,12.76,13,-1,33.32,33.32,33.32,33.32,3,0,47.25,47.42,47.21,47.39,41,1,39.51,39.51,39.51,39.51,4,0,,,,,,,,,,,,,,,,,,,,,,,,
20150703,"1,164.70","1,169.00","1,164.60","1,167.80",0.0,,,,,,,,,,,,,,,30.87,30.916999999999998,30.84,30.88,-689,"-5,678","-4,094",363.2,364.8,360.0,364.45,"1,183.20","1,192.80","1,171.80","1,192.80","9,258","9,305","9,171","9,304",70.0,70.2,69.25,70.1,"7,762",0,28.56,28.63,28.5,28.5,16,1,41.31,43.3,39.81,43.3,122,1,29.18,29.32,29.18,29.32,9,1,23.03,23.29,23.03,23.29,13,-1,16.32,16.35,16.12,16.2,402,-1,23.85,23.85,23.61,23.82,525,-1,42.23,42.23,41.73,42.11,270,-1,39.36,39.36,39.17,39.19,5,-1,36.7,36.85,36.67,36.85,3,1,12.7,12.7,12.62,12.62,16,-1,33.15,33.26,33.01,33.26,3,-1,47.15,47.21,46.87,47.21,19,-1,39.0,43.0,39.0,39.55,91,1,,,,,,,,,,,,,,,,,,,,,,,,
20150706,"1,163.90","1,173.00","1,162.20","1,172.90",630.0,4963.799805,5020.709961,4960.930176,4991.939941,1741500000.0,678.179993,685.280029,672.429993,675.1099849999999,2073.949951,2078.610107,2058.399902,2068.76001,3486360000.0,30.875,31.0,30.87,30.93,-26,"-5,579","-4,557",362.0,364.35,359.4,359.75,"1,183.00","1,189.20","1,177.60","1,178.40","9,235","9,297","9,182","9,197",69.55,70.05,69.2,69.3,"7,584",-1,28.6,28.7,28.5,28.7,18,1,46.4,46.4,43.44,43.51,30,1,29.18,29.19,29.18,29.18,3,-1,23.25,23.45,23.23,23.23,14,-1,16.05,16.3,16.01,16.2,377,0,23.86,23.86,23.65,23.69,418,-1,42.07,42.07,42.07,42.07,24,-1,39.19,39.19,39.19,39.19,0,0,36.78,36.78,36.72,36.72,2,-1,12.66,12.68,12.6,12.61,12,-1,33.13,33.14,32.97,32.97,35,-1,46.88,46.89,46.8,46.8,3,-1,39.36,39.36,39.35,39.35,4,-1,,,,,,,,,,,,,,,,,,,,,,,,
20150707,"1,166.80","1,166.80","1,149.50","1,152.40",470.0,4993.759765999999,5001.990234000001,4902.209961,4997.459961,2132080000.0,673.48999,674.650024,652.880005,672.909973,2069.52002,2083.73999,2044.02002,2081.340088,4458660000.0,30.92,31.114,30.915,31.08,-328,-257,"-2,229",362.0,363.8,359.3,360.7,"1,183.00","1,192.80","1,183.00","1,189.20","9,260","9,303","9,210","9,242",69.65,70.1,69.45,69.6,"4,706",1,28.7,28.7,28.44,28.44,23,-1,43.72,43.72,42.15,42.15,16,-1,29.32,29.36,29.25,29.26,9,1,23.34,23.44,23.3,23.3,9,1,16.36,16.36,16.24,16.28,220,1,23.7,23.79,23.64,23.71,350,1,42.28,42.36,42.22,42.22,329,1,39.11,39.11,39.07,39.07,6,-1,36.78,36.79,36.77,36.77,5,1,12.7,12.75,12.55,12.55,22,-1,33.19,33.19,32.95,32.95,6,-1,47.03,47.11,46.77,46.8,7,0,39.35,39.35,39.35,39.35,3,0,,,,,,,,,,,,,,,,,,,,,,,,
20150708,"1,152.60","1,161.70","1,146.40","1,163.30",70.0,4953.97998,4965.450195,4901.509765999999,4909.759765999999,1931520000.0,662.840027,663.4400019999999,653.4400019999999,655.25,2077.659912,2077.659912,2044.660034,2046.680054,3608780000.0,31.066,31.116999999999997,30.96,31.035,"-1,040","-15,342","-5,344",358.85,359.25,346.65,348.15,"1,185.20","1,187.60","1,151.00","1,155.40","9,205","9,210","8,912","8,943",69.2,69.2,67.45,67.5,"37,899",-1,28.44,28.44,27.4,27.91,83,-1,41.94,41.94,39.24,40.49,99,-1,28.9,28.9,28.2,28.2,33,-1,23.19,23.19,22.48,22.5,31,-1,16.28,16.3,15.8,15.81,"1,009",-1,23.71,23.71,22.82,23.22,"7,222",-1,42.01,42.01,40.68,40.68,168,-1,38.88,38.88,37.74,37.74,20,-1,36.59,36.59,35.88,35.88,52,-1,12.54,12.54,12.1,12.22,106,-1,32.75,32.75,31.84,32.0,11,-1,46.52,46.52,45.47,45.47,9,-1,39.15,39.15,38.14,38.3,55,-1,,,,,,,,,,,,,,,,,,,,,,,,
20150709,"1,154.80","1,163.60","1,154.80","1,159.00",70.0,4976.149902,4982.189941,4920.399902,4922.399902,1861600000.0,665.799988,667.8099980000001,646.530029,646.6400150000001,2049.72998,2074.280029,2049.72998,2051.310059,3446810000.0,31.035,31.136,30.96,31.063000000000002,-833,"-13,237",-876,342.75,347.45,339.15,345.65,"1,129.60","1,153.00","1,122.00","1,141.80","8,801","8,939","8,724","8,873",66.8,67.35,66.1,67.1,"33,083",-1,27.84,27.84,27.35,27.43,68,-1,40.49,40.49,38.51,39.34,44,-1,28.2,28.2,27.58,27.7,37,-1,22.37,22.97,22.04,22.22,23,-1,15.5,15.8,15.13,15.61,961,-1,23.16,23.16,22.39,22.84,"7,181",-1,40.48,40.48,39.8,40.33,110,-1,37.56,37.56,37.2,37.56,6,-1,35.71,35.71,34.84,35.52,7,-1,12.0,12.01,11.75,11.87,54,-1,31.85,31.85,31.5,31.77,6,-1,44.24,45.18,44.23,45.15,25,-1,38.28,39.91,36.74,37.86,107,-1,,,,,,,,,,,,,,,,,,,,,,,,
20150713,"1,159.00","1,159.00","1,151.20","1,155.20",10.0,5037.27002,5074.810059,5036.680176,5071.509765999999,1694140000.0,664.969971,665.4400019999999,659.1400150000001,663.969971,2080.030029,2100.669922,2080.030029,2099.600098,3096730000.0,31.015,31.1,30.92,31.07,12,"-3,215","3,271",347.8,350.65,346.3,350.05,"1,152.40","1,160.00","1,145.40","1,158.40","8,935","9,005","8,902","8,994",68.0,68.1,67.2,68.1,"15,806",1,27.67,27.67,27.52,27.6,23,1,39.35,42.78,39.01,39.44,170,1,27.83,27.93,27.72,27.85,22,1,22.5,22.5,22.38,22.49,9,1,15.8,15.84,15.7,15.8,578,1,23.01,23.1,22.85,23.03,"2,625",1,40.45,40.87,40.44,40.87,50,1,37.74,37.83,37.63,37.82,48,1,35.61,35.91,35.57,35.91,16,1,12.14,12.2,12.12,12.2,16,1,31.92,32.25,30.0,32.25,5,1,45.74,45.74,45.42,45.66,13,1,39.5,40.49,38.1,38.52,31,1,,,,,,,,,,,,,,,,,,,,,,,,
20150714,"1,157.20","1,157.20","1,153.00","1,153.30",40.0,5077.120117,5116.52002,5075.120117,5104.890136999999,1682660000.0,667.929993,672.669983,666.719971,671.159973,2099.719971,2111.97998,2098.179932,2108.949951,3002120000.0,31.03,31.115,30.98,31.015,616,-144,"-2,524",351.4,353.9,348.7,348.7,"1,170.60","1,174.80","1,166.00","1,167.80","9,040","9,084","8,982","8,984",68.3,68.7,68.05,68.1,"9,618",0,27.7,27.7,27.52,27.6,35,0,39.63,39.82,39.31,39.49,111,1,28.15,28.15,27.8,27.9,242,1,22.6,22.69,22.6,22.64,24,1,15.88,16.06,15.88,15.98,834,1,23.19,23.19,23.08,23.12,746,1,41.07,41.35,41.07,41.08,49,1,38.18,38.42,38.18,38.42,3,1,36.29,36.37,36.18,36.37,9,1,12.25,12.26,12.08,12.08,28,-1,32.25,32.3,32.25,32.3,2,1,45.97,46.07,45.9,45.9,15,1,42.28,42.28,38.67,38.67,21,1,,,,,,,,,,,,,,,,,,,,,,,,
20150715,"1,154.00","1,154.20","1,144.80","1,147.20",20.0,5111.109863000001,5125.319824,5088.120117,5098.939941,1691350000.0,670.460022,672.159973,664.039978,667.02002,2109.01001,2114.139893,2102.48999,2107.399902,3261810000.0,31.045,31.105,30.96,31.105,551,"1,874","-1,838",351.35,352.45,348.8,350.05,"1,174.00","1,180.00","1,170.60","1,176.80","9,040","9,078","8,989","9,030",68.3,68.65,68.0,68.25,"8,865",1,27.55,27.55,27.5,27.5,20,-1,41.2,41.2,38.68,39.0,241,-1,28.03,28.03,27.71,27.9,417,0,22.75,22.75,22.75,22.75,1,1,16.01,16.11,16.01,16.07,609,1,23.13,23.19,22.97,23.0,"1,491",-1,40.92,40.92,40.92,40.92,30,-1,38.23,38.23,38.23,38.23,1,-1,36.37,36.37,36.37,36.37,0,0,12.1,12.1,12.03,12.03,22,-1,32.25,32.48,32.25,32.48,102,1,46.37,46.37,45.79,45.98,15,1,38.67,38.67,38.67,38.67,0,0,,,,,,,,,,,,,,,,,,,,,,,,
20150716,"1,146.20","1,146.20","1,142.90","1,143.80",10.0,5138.180176,5163.180176,5128.560059,5163.180176,1823530000.0,670.5599980000001,670.580017,662.299988,668.6099849999999,2110.550049,2124.419922,2110.550049,2124.290039,3227080000.0,31.096,31.154,31.03,31.07,356,"1,245",404,345.6,348.4,344.6,345.55,"1,163.40","1,171.40","1,163.00","1,170.20","8,935","8,983","8,900","8,918",68.6,68.95,68.2,68.6,"6,939",1,27.55,27.65,27.52,27.65,5,1,39.18,39.69,38.81,38.99,79,-1,28.0,28.11,27.82,27.82,92,-1,22.86,22.94,22.51,22.85,12,1,16.14,16.24,16.14,16.24,688,1,23.03,23.1,23.01,23.05,493,1,41.33,41.33,41.13,41.13,3,1,38.42,38.6,38.42,38.6,2,1,36.55,36.67,36.55,36.67,3,1,12.03,12.03,11.99,12.02,56,-1,32.56,32.56,32.46,32.46,3,-1,46.36,46.36,46.0,46.0,11,1,41.28,41.28,38.78,38.78,22,1,,,,,,,,,,,,,,,,,,,,,,,,
20150717,"1,144.00","1,144.00","1,130.20","1,131.80",120.0,5196.109863000001,5210.160156,5183.22998,5210.140136999999,1854450000.0,666.900024,667.669983,661.6900019999999,667.049988,2126.800049,2128.909912,2119.8798829999996,2126.639893,3362750000.0,31.074,31.153000000000002,31.03,31.122,362,"3,398",-750,346.0,347.4,344.2,344.95,"1,169.80","1,171.00","1,160.00","1,165.00","8,906","8,935","8,871","8,912",68.35,68.65,68.3,68.5,"3,432",-1,27.7,27.7,27.55,27.68,34,1,39.96,40.11,39.11,39.28,76,1,27.86,28.03,27.86,27.95,92,1,22.94,23.06,22.85,23.06,6,1,16.2,16.23,16.0,16.0,262,-1,23.12,23.12,22.8,23.05,"1,366",0,41.11,41.28,41.1,41.28,7,1,38.41,38.57,38.41,38.57,4,-1,36.69,36.69,36.68,36.68,4,1,12.01,12.01,11.96,11.96,16,-1,32.51,32.51,32.35,32.51,3,1,46.07,46.07,46.07,46.07,1,1,38.78,41.45,38.78,38.96,27,1,,,,,,,,,,,,,,,,,,,,,,,,
20150720,"1,130.40","1,130.70","1,095.10","1,106.70",190.0,5223.180176,5231.939941,5201.490234000001,5218.859863000001,1814180000.0,669.6900019999999,670.75,662.1400150000001,662.5,2126.850098,2132.820068,2123.659912,2128.280029,3245870000.0,31.075,31.273000000000003,31.05,31.235,370,"3,279","-1,473",346.35,349.9,340.8,342.45,"1,170.00","1,175.40","1,155.00","1,160.60","8,970","9,027","8,804","8,851",69.0,69.2,67.8,68.0,"7,832",-1,27.68,27.68,27.47,27.47,18,-1,39.29,39.59,38.58,38.58,19,-1,28.11,28.11,27.82,27.82,13,-1,22.95,22.98,22.83,22.83,5,-1,16.18,16.31,16.07,16.11,391,1,23.06,23.1,22.7,22.96,"2,740",-1,41.48,41.48,40.88,41.08,5,-1,38.38,38.38,38.38,38.38,1,-1,36.68,36.68,36.5,36.5,2,-1,11.96,11.96,11.8,11.8,40,-1,32.32,32.32,32.16,32.28,5,-1,46.77,46.77,45.77,45.77,5,-1,39.15,41.98,38.61,38.61,26,-1,,,,,,,,,,,,,,,,,,,,,,,,
20150721,"1,097.10","1,106.40","1,097.10","1,103.40",120.0,5219.200195,5229.0,5196.299805,5208.120117,1774570000.0,662.6900019999999,668.4400019999999,661.340027,662.8599849999999,2127.550049,2128.48999,2115.399902,2119.209961,3343690000.0,31.23,31.271,31.138,31.18,4,"5,165",285,343.65,346.9,341.35,346.7,"1,165.00","1,167.00","1,155.40","1,166.40","8,887","8,940","8,815","8,936",68.35,68.65,68.0,68.65,"3,363",1,27.45,27.46,27.26,27.26,11,-1,38.77,39.34,38.77,38.85,34,1,27.85,28.07,27.82,28.01,14,1,22.83,22.83,22.7,22.7,33,-1,16.11,16.19,16.11,16.17,95,1,23.0,23.0,22.7,22.88,"2,152",-1,41.12,41.15,41.12,41.15,49,1,38.38,38.38,38.38,38.38,0,0,36.54,36.54,36.53,36.53,2,1,11.8,11.8,11.72,11.8,37,0,32.52,32.52,32.52,32.52,1,1,45.8,45.8,45.75,45.77,12,0,40.9,40.9,38.6,38.6,26,-1,,,,,,,,,,,,,,,,,,,,,,,,
20150722,"1,093.00","1,095.00","1,086.00","1,091.40",50.0,5146.029785,5184.740234000001,5145.779785,5171.77002,2035730000.0,642.23999,647.780029,638.950012,646.130005,2118.209961,2118.51001,2110.0,2114.149902,3694070000.0,31.173000000000002,31.253,31.14,31.225,485,"-3,287","-1,323",344.0,344.15,339.2,340.05,"1,163.60","1,165.80","1,156.20","1,158.40","8,882","8,883","8,795","8,815",68.2,68.3,67.7,67.8,"14,139",-1,27.13,27.24,27.11,27.11,34,-1,39.11,39.46,38.32,38.48,25,-1,27.87,27.87,27.6,27.6,17,-1,22.7,22.7,22.6,22.6,4,-1,16.17,16.17,16.02,16.02,89,-1,22.88,22.88,22.47,22.57,"5,238",-1,40.95,40.95,40.72,40.72,10,-1,38.27,38.27,38.27,38.27,1,-1,36.71,36.71,36.53,36.53,2,0,11.8,11.8,11.68,11.68,15,-1,32.36,32.36,31.6,32.16,21,-1,45.55,45.55,45.51,45.51,3,-1,41.98,41.98,38.53,38.59,33,-1,,,,,,,,,,,,,,,,,,,,,,,,
20150723,"1,097.40","1,097.60","1,087.80","1,094.00",60.0,5180.330078,5197.0,5137.640136999999,5146.410156,2003310000.0,650.950012,663.669983,650.719971,655.51001,2114.159912,2116.8701170000004,2098.6298829999996,2102.149902,3772810000.0,31.218000000000004,31.315,31.17,31.285,-16,"-5,934","1,559",339.15,339.6,332.0,334.55,"1,153.20","1,161.80","1,148.60","1,155.60","8,778","8,822","8,670","8,755",67.5,67.85,66.85,67.15,"20,981",-1,27.11,27.11,26.6,26.6,79,-1,38.29,38.36,37.79,37.96,54,-1,27.5,27.5,27.09,27.15,25,-1,22.49,22.49,22.09,22.19,20,-1,16.02,16.1,15.93,16.05,312,1,22.62,22.62,22.24,22.5,"5,865",-1,40.46,40.62,40.22,40.22,13,-1,38.25,38.26,37.8,37.8,5,-1,36.36,36.38,35.53,36.19,16,-1,11.68,11.68,11.0,11.23,211,-1,33.28,33.28,31.62,31.62,12,-1,45.28,45.28,44.8,45.0,20,-1,38.41,38.41,37.85,37.85,9,-1,,,,,,,,,,,,,,,,,,,,,,,,
